Order ID,Order Created,Voucher Code,Customer ID,City_Destination,Province_Destination,Items,Total price
200122879,3/19/2019 5:05:55,SPREE20,38166,jakarta timur,dki jakarta,1,"250,000"
200122880,3/19/2019 5:06:23,SPREE20,38166,jakarta timur,dki jakarta,2,"290,000"
200122881,3/19/2019 6:15:19,,79995,jakarta barat,dki jakarta,1,"130,000"
200122882,3/19/2019 8:23:14,,75514,jakarta pusat,dki jakarta,2,"390,000"
200122883,3/19/2019 9:00:40,SPREE20,71744,jakarta timur,dki jakarta,3,"313,750"
200122884,3/19/2019 9:14:50,SPREE20,71744,jakarta timur,dki jakarta,1,"300,000"
200122885,3/19/2019 9:52:10,,3219,jember,jawa timur,1,"140,000"
200122886,3/19/2019 9:59:58,,78986,bekasi,jawa barat,1,"140,000"
200122887,3/19/2019 10:04:12,SPREE20,38166,jakarta timur,dki jakarta,1,"450,000"
200122888,3/19/2019 10:04:29,SPREE20,38166,jakarta timur,dki jakarta,2,"515,000"
200122889,3/19/2019 10:05:03,,38166,jakarta timur,dki jakarta,5,"3,200,000"
200122890,3/19/2019 10:05:26,,38166,jakarta timur,dki jakarta,1,"350,000"
200122891,3/19/2019 10:06:31,,38166,jakarta timur,dki jakarta,1,"120,000"
200122893,3/19/2019 11:01:06,,38166,jakarta timur,dki jakarta,1,"180,000"
200122894,3/19/2019 11:24:26,SPREE20,73519,jakarta selatan,dki jakarta,2,"1,350,000"
200122895,3/19/2019 11:32:04,SPREE20,79692,kab. pasaman barat,sumatera barat,2,"307,500"
200122896,3/19/2019 11:39:40,SPREE20,80003,tangerang selatan,banten,2,"280,000"
200122897,3/19/2019 11:55:55,,38166,jakarta timur,dki jakarta,4,"769,000"
200122898,3/19/2019 12:16:39,SPREE20,77541,bojonegoro,jawa timur,3,"434,000"
200122899,3/19/2019 12:25:18,,44011,bekasi,jawa barat,3,"395,000"
200122900,3/19/2019 12:30:33,,35132,badung,bali,1,"130,000"
200122901,3/19/2019 12:44:23,SPREE20,50867,jakarta timur,dki jakarta,1,"245,000"
200122902,3/19/2019 12:46:19,,38166,jakarta timur,dki jakarta,1,"90,000"
200122903,3/19/2019 13:50:35,SPREE20,7023,bogor,jawa barat,2,"330,000"
200122904,3/19/2019 14:00:39,SPREE20,38166,jakarta timur,dki jakarta,2,"270,000"
200122905,3/19/2019 14:01:28,SPREE20,38166,jakarta timur,dki jakarta,2,"700,000"
200122906,3/19/2019 14:02:03,SPREE20,38166,jakarta timur,dki jakarta,1,"350,000"
200122907,3/19/2019 14:02:37,SPREE20,38166,jakarta timur,dki jakarta,1,"650,000"
200122908,3/19/2019 14:03:13,,38166,jakarta timur,dki jakarta,2,"500,000"
200122909,3/19/2019 14:39:04,SPREE20,48685,badung,bali,2,"495,000"
200122910,3/19/2019 14:44:26,,56325,jakarta timur,dki jakarta,1,"150,000"
200122911,3/19/2019 14:44:40,,62270,jakarta barat,dki jakarta,1,"200,000"
200122912,3/19/2019 14:48:07,SPREE20,66332,jakarta utara,dki jakarta,2,"217,500"
200122913,3/19/2019 15:16:58,,79980,tangerang selatan,banten,1,"145,000"
200122914,3/19/2019 15:27:08,,38166,jakarta timur,dki jakarta,1,"140,000"
200122915,3/19/2019 16:06:26,,73416,palembang,sumatera selatan,1,"160,000"
200122916,3/19/2019 16:07:14,SPREE20,25083,bandung,jawa barat,2,"460,000"
200122917,3/19/2019 16:49:18,SPREE20,53267,lamongan,jawa timur,1,"900,000"
200122918,3/19/2019 16:50:09,,40173,tangerang selatan,banten,1,"171,000"
200122919,3/19/2019 16:59:02,,38166,jakarta timur,dki jakarta,6,"2,285,000"
200122920,3/19/2019 16:59:23,SPREE20,38166,jakarta timur,dki jakarta,1,"450,000"
200122921,3/19/2019 16:59:40,SPREE20,38166,jakarta timur,dki jakarta,1,"400,000"
200122922,3/19/2019 17:32:49,SPREE20,80019,kuningan,jawa barat,1,"450,000"
200122923,3/19/2019 17:54:02,SPREE20,78638,jakarta timur,dki jakarta,4,"531,500"
200122924,3/19/2019 18:01:25,SPREE20,61843,medan,sumatera utara,2,"385,000"
200122925,3/19/2019 18:53:29,SPREE20,58415,bandar lampung,lampung,1,"300,000"
200122926,3/19/2019 18:55:46,SPREE20,38166,jakarta timur,dki jakarta,2,"290,000"
200122927,3/19/2019 18:56:03,SPREE20,38166,jakarta timur,dki jakarta,2,"479,000"
200122928,3/19/2019 18:57:20,SPREE20,80018,palembang,sumatera selatan,9,"2,855,500"
200122929,3/19/2019 19:02:36,,79547,denpasar,bali,3,"580,000"
200122930,3/19/2019 19:07:36,SPREE20,74786,jakarta barat,dki jakarta,3,"1,100,000"
200122931,3/19/2019 19:14:31,SPREE20,73830,tangerang,banten,4,"610,000"
200122932,3/19/2019 19:48:25,,35763,jakarta selatan,dki jakarta,1,"130,000"
200122933,3/19/2019 19:59:26,,80021,cilegon,banten,1,"150,000"
200122934,3/19/2019 20:37:35,,76488,banyuwangi,jawa timur,1,"90,000"
200122935,3/19/2019 21:10:43,,9637,jakarta utara,dki jakarta,1,"129,000"
200122936,3/19/2019 21:37:03,SPREE20,67137,jakarta barat,dki jakarta,1,"300,000"
200122937,3/19/2019 21:39:24,,57863,jakarta selatan,dki jakarta,2,"195,000"
200122938,3/19/2019 21:39:28,SPREE20,78393,bandung,jawa barat,4,"600,000"
200122939,3/19/2019 21:48:16,,80028,jakarta barat,dki jakarta,1,"135,000"
200122940,3/19/2019 22:00:55,SPREE20,26523,sleman,di yogyakarta,1,"4,900,000"
200122941,3/19/2019 22:02:41,SPREE20,26523,jombang,jawa timur,1,"585,000"
200122942,3/19/2019 22:28:21,SPREE20,62828,tangerang selatan,banten,1,"650,000"
200122943,3/19/2019 22:41:01,SPREE20,21293,jakarta barat,dki jakarta,2,"209,000"
200122944,3/20/2019 0:00:06,,38166,jakarta timur,dki jakarta,5,"1,720,000"
200122945,3/20/2019 0:00:46,SPREE20,38166,jakarta timur,dki jakarta,2,"965,000"
200122946,3/20/2019 0:38:01,,69053,tangerang,banten,1,"139,500"
200122947,3/20/2019 1:01:08,,79425,tangerang selatan,banten,3,"560,000"
200122948,3/20/2019 1:55:42,SPREE20,38166,jakarta timur,dki jakarta,2,"300,000"
200122949,3/20/2019 2:19:11,SPREE20,32727,jakarta pusat,dki jakarta,3,"699,000"
200122950,3/20/2019 4:40:12,SPREE20,64474,sleman,di yogyakarta,4,"1,135,000"
200122951,3/20/2019 7:00:48,,38166,jakarta timur,dki jakarta,8,"2,825,000"
200122952,3/20/2019 7:14:42,,78726,tangerang,banten,2,"265,000"
200122953,3/20/2019 7:31:35,,80039,tangerang,banten,1,"142,500"
200122954,3/20/2019 8:20:46,SPREE20,42474,denpasar,bali,5,"605,000"
200122955,3/20/2019 8:20:54,SPREE20,79370,badung,bali,4,"537,000"
200122956,3/20/2019 8:35:55,,78529,jakarta selatan,dki jakarta,1,"130,000"
200122957,3/20/2019 9:01:01,,1131,jakarta barat,dki jakarta,1,"185,000"
200122958,3/20/2019 9:04:53,SPREE20,71744,jakarta timur,dki jakarta,1,"300,000"
200122959,3/20/2019 9:06:09,,1131,jakarta barat,dki jakarta,1,"140,000"
200122960,3/20/2019 9:17:01,,80026,badung,bali,1,"170,000"
200122961,3/20/2019 9:24:25,,79397,jakarta selatan,dki jakarta,1,"180,000"
200122962,3/20/2019 9:55:30,,68987,mojokerto,jawa timur,1,"150,000"
200122963,3/20/2019 10:34:10,,57407,depok,jawa barat,1,"1,450,000"
200122964,3/20/2019 10:58:14,SPREE20,13709,surakarta,jawa tengah,2,"210,000"
200122965,3/20/2019 11:27:28,,79800,jakarta utara,dki jakarta,1,"160,000"
200122966,3/20/2019 11:31:37,SPREE20,69690,jakarta pusat,dki jakarta,12,"2,510,000"
200122967,3/20/2019 11:50:15,,67532,bandung,jawa barat,1,"187,000"
200122968,3/20/2019 11:55:23,SPREE20,79809,tegal,jawa tengah,8,"29,950,000"
200122969,3/20/2019 12:28:47,SPREE20,74249,depok,jawa barat,3,"280,000"
200122970,3/20/2019 13:03:42,SPREE20,64474,sleman,di yogyakarta,5,"1,620,000"
200122971,3/20/2019 13:21:36,SPREE20,38166,jakarta timur,dki jakarta,1,"250,000"
200122972,3/20/2019 13:23:59,SPREE20,53378,bekasi,jawa barat,4,"540,000"
200122973,3/20/2019 13:58:30,,80047,bogor,jawa barat,1,"3,000,000"
200122974,3/20/2019 13:59:05,,38166,jakarta timur,dki jakarta,7,"2,425,000"
200122975,3/20/2019 13:59:23,SPREE20,38166,jakarta timur,dki jakarta,1,"400,000"
200122976,3/20/2019 14:38:56,SPREE20,67394,batam,kepulauan riau,1,"560,000"
200122977,3/20/2019 15:00:49,,79800,jakarta utara,dki jakarta,1,"120,000"
200122978,3/20/2019 15:19:26,SPREE20,42474,denpasar,bali,4,"525,000"
200122979,3/20/2019 15:45:02,SPREE20,3672,jakarta barat,dki jakarta,2,"289,000"
200122980,3/20/2019 16:01:53,,5511,jakarta barat,dki jakarta,2,"209,000"
200122981,3/20/2019 16:47:49,,1131,jakarta barat,dki jakarta,2,"325,000"
200122982,3/20/2019 17:24:13,SPREE20,17390,makassar,sulawesi selatan,2,"405,000"
200122983,3/20/2019 17:29:23,SPREE20,73248,bandung,jawa barat,5,"1,489,000"
200122984,3/20/2019 18:05:01,SPREE20,79997,jakarta pusat,dki jakarta,2,"7,800,000"
200122985,3/20/2019 18:29:05,SPREE20,37437,malang,jawa timur,2,"270,000"
200122986,3/20/2019 19:36:57,,52190,tangerang selatan,banten,3,"490,000"
200122987,3/20/2019 19:50:51,SPREE20,80061,surabaya,jawa timur,1,"600,000"
200122988,3/20/2019 19:54:52,,78529,jakarta selatan,dki jakarta,1,"90,000"
200122989,3/20/2019 20:03:06,,79629,jakarta selatan,dki jakarta,2,"370,000"
200122990,3/20/2019 20:11:21,SPREE20,38166,jakarta timur,dki jakarta,1,"250,000"
200122991,3/20/2019 20:20:11,,78986,bekasi,jawa barat,1,"120,000"
200122992,3/20/2019 20:50:59,,20965,depok,jawa barat,1,"200,000"
200122993,3/20/2019 21:00:49,,38166,jakarta timur,dki jakarta,6,"2,160,000"
200122994,3/20/2019 21:01:17,SPREE20,38166,jakarta timur,dki jakarta,2,"665,000"
200122995,3/20/2019 21:05:56,SPREE20,79829,bogor,jawa barat,1,"1,500,000"
200122997,3/20/2019 21:11:30,SPREE20,77799,ternate,maluku utara,2,"400,000"
200122998,3/20/2019 21:33:17,SPREE20,64474,sleman,di yogyakarta,3,"990,000"
200122999,3/20/2019 21:36:04,,54398,tangerang selatan,banten,2,"250,000"
200123000,3/20/2019 21:58:03,SPREE20,74493,jakarta timur,dki jakarta,3,"395,000"
200123001,3/20/2019 22:12:12,SPREE20,78393,bandung,jawa barat,2,"252,500"
200123002,3/20/2019 22:18:13,,76363,tangerang selatan,banten,1,"1,050,000"
200123003,3/20/2019 22:37:09,,80067,tangerang,banten,1,"150,000"
200123004,3/20/2019 22:59:04,SPREE20,13849,bandar lampung,lampung,5,"855,000"
200123005,3/20/2019 23:57:12,SPREE20,46551,pekanbaru,riau,1,"225,000"
200123006,3/20/2019 23:59:31,SPREE20,6317,jakarta pusat,dki jakarta,4,"690,000"
200123007,3/21/2019 0:50:56,,68758,sleman,di yogyakarta,1,"130,000"
200123008,3/21/2019 1:38:55,,76488,banyuwangi,jawa timur,3,"370,000"
200123009,3/21/2019 4:01:12,,38166,jakarta timur,dki jakarta,5,"1,810,000"
200123010,3/21/2019 4:37:16,,64474,sleman,di yogyakarta,3,"990,000"
200123011,3/21/2019 6:45:13,,38103,malang,jawa timur,1,"4,850,000"
200123012,3/21/2019 7:17:01,,74493,jakarta timur,dki jakarta,1,"225,000"
200123017,3/21/2019 10:22:12,,74566,bandung,jawa barat,1,"81,000"
200123018,3/21/2019 10:33:41,,36455,tangerang selatan,banten,3,"227,500"
200123019,3/21/2019 11:00:24,,38166,jakarta timur,dki jakarta,5,"1,810,000"
200123020,3/21/2019 11:16:27,,7957,depok,jawa barat,1,"90,000"
200123021,3/21/2019 11:38:28,,65168,jakarta barat,dki jakarta,1,"140,000"
200123022,3/21/2019 11:59:18,,76488,banyuwangi,jawa timur,2,"270,000"
200123023,3/21/2019 12:08:41,,80079,bogor,jawa barat,1,"840,000"
200123024,3/21/2019 12:18:23,,73949,jakarta barat,dki jakarta,2,"247,500"
200123025,3/21/2019 12:53:22,,4870,cilegon,banten,2,"213,200"
200123027,3/21/2019 13:17:52,,64474,sleman,di yogyakarta,9,"1,930,000"
200123028,3/21/2019 13:58:44,,79809,tegal,jawa tengah,2,"2,440,000"
200123029,3/21/2019 14:07:17,,79784,kab. bekasi,jawa barat,1,"1,000,000"
200123030,3/21/2019 14:18:36,,34536,jakarta selatan,dki jakarta,3,"330,000"
200123031,3/21/2019 14:24:28,,74270,tangerang,banten,1,"300,000"
200123032,3/21/2019 14:29:12,,62962,gianyar,bali,3,"505,000"
200123033,3/21/2019 15:06:05,,60671,depok,jawa barat,1,"250,000"
200123034,3/21/2019 15:20:01,,54950,jakarta utara,dki jakarta,1,"80,000"
200123035,3/21/2019 16:52:34,,38166,jakarta timur,dki jakarta,3,"420,000"
200123036,3/21/2019 16:53:41,,76488,banyuwangi,jawa timur,2,"230,000"
200123037,3/21/2019 17:05:45,,66119,jakarta barat,dki jakarta,1,"360,000"
200123038,3/21/2019 17:15:10,,1131,jakarta barat,dki jakarta,1,"140,000"
200123039,3/21/2019 17:20:43,,63361,ogan komering ulu selatan,sumatera selatan,2,"270,000"
200123040,3/21/2019 17:53:29,,79810,denpasar,bali,3,"354,000"
200123041,3/21/2019 17:56:05,,38166,jakarta timur,dki jakarta,5,"1,810,000"
200123042,3/21/2019 18:32:58,,34050,jakarta timur,dki jakarta,2,"294,000"
200123043,3/21/2019 18:57:54,,76488,banyuwangi,jawa timur,2,"270,000"
200123044,3/21/2019 19:07:36,,62692,semarang,jawa tengah,4,"365,000"
200123045,3/21/2019 19:15:38,,79926,bandung,jawa barat,1,"2,000,000"
200123046,3/21/2019 19:16:43,,80088,jakarta selatan,dki jakarta,1,"1,100,000"
200123047,3/21/2019 20:27:41,,686,jakarta selatan,dki jakarta,2,"170,000"
200123048,3/21/2019 22:56:21,,38166,jakarta timur,dki jakarta,2,"490,000"
200123049,3/21/2019 22:58:24,,64474,sleman,di yogyakarta,8,"1,760,000"
200123050,3/21/2019 23:00:22,,80100,semarang,jawa tengah,3,"784,000"
200123051,3/22/2019 2:01:15,,38166,jakarta timur,dki jakarta,3,"1,340,000"
200123052,3/22/2019 4:00:04,,76488,banyuwangi,jawa timur,4,"740,000"
200123053,3/22/2019 4:18:11,,79390,badung,bali,1,"2,500,000"
200123054,3/22/2019 5:57:10,,74686,tangerang selatan,banten,1,"120,000"
200123055,3/22/2019 6:03:51,,64474,sleman,di yogyakarta,9,"2,010,000"
200123056,3/22/2019 6:50:16,,306,malang,jawa timur,8,"1,822,000"
200123057,3/22/2019 7:08:17,,57605,bogor,jawa barat,1,"130,000"
200123058,3/22/2019 7:25:54,,79806,tabanan,bali,2,"280,000"
200123059,3/22/2019 8:48:45,,31829,jakarta barat,dki jakarta,4,"545,000"
200123060,3/22/2019 8:57:56,,36180,jakarta pusat,dki jakarta,2,"370,000"
200123061,3/22/2019 9:01:26,,38166,jakarta timur,dki jakarta,3,"1,340,000"
200123062,3/22/2019 9:03:45,,78986,bekasi,jawa barat,6,"620,000"
200123063,3/22/2019 9:15:10,,71744,jakarta timur,dki jakarta,1,"300,000"
200123064,3/22/2019 9:48:47,,4892,mataram,nusa tenggara barat (ntb),2,"430,000"
200123065,3/22/2019 9:57:54,,53430,bogor,jawa barat,5,"7,165,000"
200123066,3/22/2019 10:09:38,,38166,jakarta timur,dki jakarta,2,"618,000"
200123067,3/22/2019 10:10:14,,38166,jakarta timur,dki jakarta,1,"249,000"
200123068,3/22/2019 10:10:37,,38166,jakarta timur,dki jakarta,1,"400,000"
200123069,3/22/2019 10:11:35,,38166,jakarta timur,dki jakarta,2,"1,000,000"
200123070,3/22/2019 10:12:05,,38166,jakarta timur,dki jakarta,2,"438,000"
200123071,3/22/2019 10:12:47,,38166,jakarta timur,dki jakarta,2,"389,000"
200123072,3/22/2019 10:13:45,,38166,jakarta timur,dki jakarta,1,"400,000"
200123073,3/22/2019 10:15:04,,38166,jakarta timur,dki jakarta,1,"160,000"
200123074,3/22/2019 10:19:18,,38166,jakarta timur,dki jakarta,1,"130,000"
200123075,3/22/2019 10:25:21,,31950,semarang,jawa tengah,1,"99,000"
200123076,3/22/2019 10:55:21,,14769,tangerang selatan,banten,1,"130,000"
200123077,3/22/2019 11:06:14,,79740,jakarta timur,dki jakarta,1,"520,000"
200123078,3/22/2019 11:18:40,,72528,jakarta barat,dki jakarta,2,"349,000"
200123079,3/22/2019 11:42:10,,40744,bitung,sulawesi utara,2,"270,000"
200123080,3/22/2019 11:44:31,,80113,jakarta barat,dki jakarta,1,"1,500,000"
200123081,3/22/2019 11:53:51,RF-DIAND5206B6BAF,67237,jakarta selatan,dki jakarta,6,"767,000"
200123082,3/22/2019 12:06:13,,76488,banyuwangi,jawa timur,2,"300,000"
200123083,3/22/2019 12:07:29,,76488,banyuwangi,jawa timur,1,"90,000"
200123084,3/22/2019 12:13:30,,66827,depok,jawa barat,1,"172,500"
200123085,3/22/2019 12:24:19,,31829,jakarta barat,dki jakarta,1,"350,000"
200123086,3/22/2019 12:33:05,,78384,kulon progo,di yogyakarta,1,"150,000"
200123087,3/22/2019 12:35:39,,20965,depok,jawa barat,1,"150,000"
200123088,3/22/2019 12:39:12,,26118,jakarta barat,dki jakarta,3,"350,000"
200123089,3/22/2019 12:44:54,,76488,banyuwangi,jawa timur,2,"270,000"
200123090,3/22/2019 12:48:28,,31575,tangerang,banten,2,"200,000"
200123091,3/22/2019 12:54:10,,56470,jakarta selatan,dki jakarta,2,"360,000"
200123092,3/22/2019 12:55:48,,60013,bandung,jawa barat,2,"201,000"
200123093,3/22/2019 13:00:43,,80102,jakarta barat,dki jakarta,1,"250,000"
200123094,3/22/2019 13:21:38,,80042,badung,bali,1,"1,800,000"
200123097,3/22/2019 14:26:46,,56667,bekasi,jawa barat,2,"245,000"
200123098,3/22/2019 14:41:38,,78644,jakarta selatan,dki jakarta,1,"60,000"
200123099,3/22/2019 14:58:45,,12654,jakarta utara,dki jakarta,2,"560,750"
200123100,3/22/2019 15:32:38,,64474,sleman,di yogyakarta,8,"1,760,000"
200123101,3/22/2019 15:43:59,,38166,jakarta timur,dki jakarta,3,"1,340,000"
200123102,3/22/2019 15:59:04,,7957,depok,jawa barat,1,"160,000"
200123103,3/22/2019 16:06:41,,25403,surabaya,jawa timur,1,"500,000"
200123104,3/22/2019 16:07:13,,31829,tangerang selatan,banten,3,"440,000"
200123106,3/22/2019 16:31:37,,38166,jakarta timur,dki jakarta,3,"549,000"
200123107,3/22/2019 16:31:52,,38166,jakarta timur,dki jakarta,6,"2,179,000"
200123108,3/22/2019 16:56:46,,68773,bandung,jawa barat,1,"99,000"
200123109,3/22/2019 17:03:03,,80116,bandung,jawa barat,1,"135,000"
200123110,3/22/2019 17:49:49,,65202,lampung utara,lampung,1,"400,000"
200123111,3/22/2019 18:08:15,,15583,jakarta utara,dki jakarta,1,"300,000"
200123112,3/22/2019 18:41:11,,40744,bitung,sulawesi utara,2,"270,000"
200123113,3/22/2019 19:12:36,,3656,jakarta pusat,dki jakarta,3,"420,000"
200123114,3/22/2019 19:18:09,,65217,tomohon,sulawesi utara,3,"415,000"
200123115,3/22/2019 19:27:46,,31829,jakarta barat,dki jakarta,1,"350,000"
200123116,3/22/2019 19:30:33,,65394,semarang,jawa tengah,1,"200,000"
200123117,3/22/2019 19:35:49,,53501,barito kuala,kalimantan selatan,2,"1,310,000"
200123118,3/22/2019 20:23:29,,55050,jakarta selatan,dki jakarta,1,"6,667,500"
200123119,3/22/2019 21:02:12,,76214,bekasi,jawa barat,1,"130,000"
200123120,3/22/2019 21:20:16,,6749,bandung barat,jawa barat,1,"150,000"
200123121,3/22/2019 21:24:38,,80121,tangerang,banten,1,"18,000,000"
200123122,3/22/2019 21:30:25,,54397,jakarta utara,dki jakarta,1,"1,500,000"
200123123,3/22/2019 22:24:03,,4870,cilegon,banten,1,"125,000"
200123124,3/22/2019 22:46:18,,76488,banyuwangi,jawa timur,2,"270,000"
200123125,3/22/2019 22:56:09,,38166,jakarta timur,dki jakarta,3,"1,340,000"
200123126,3/22/2019 23:11:19,,64474,sleman,di yogyakarta,6,"1,720,000"
200123127,3/22/2019 23:32:17,,38166,jakarta timur,dki jakarta,2,"749,000"
200123128,3/22/2019 23:37:56,,4870,cilegon,banten,1,"130,000"
200123129,3/23/2019 2:42:53,,74584,jakarta selatan,dki jakarta,20,"4,065,000"
200123130,3/23/2019 5:57:07,,38166,jakarta timur,dki jakarta,3,"1,340,000"
200123131,3/23/2019 6:26:05,,76488,banyuwangi,jawa timur,2,"270,000"
200123132,3/23/2019 6:32:34,,38166,jakarta timur,dki jakarta,2,"749,000"
200123133,3/23/2019 6:40:25,,56912,jakarta pusat,dki jakarta,1,"300,000"
200123134,3/23/2019 7:57:52,,62594,makassar,sulawesi selatan,1,"450,000"
200123135,3/23/2019 7:58:18,,54397,jakarta utara,dki jakarta,1,"1,500,000"
200123136,3/23/2019 7:58:58,,54397,jakarta utara,dki jakarta,1,"1,500,000"
200123137,3/23/2019 8:17:32,,65202,lampung utara,lampung,1,"400,000"
200123138,3/23/2019 8:34:04,,5375,jakarta timur,dki jakarta,1,"200,000"
200123139,3/23/2019 8:40:25,,71744,jakarta timur,dki jakarta,1,"300,000"
200123140,3/23/2019 8:42:32,,61991,bandung,jawa barat,2,"270,000"
200123141,3/23/2019 9:01:25,,36180,jakarta pusat,dki jakarta,1,"250,000"
200123142,3/23/2019 9:25:41,,13709,surakarta,jawa tengah,3,"325,000"
200123143,3/23/2019 9:26:38,,14330,denpasar,bali,1,"180,000"
200123144,3/23/2019 9:47:24,,45778,jakarta selatan,dki jakarta,4,"510,000"
200123145,3/23/2019 9:51:56,,45028,bone,sulawesi selatan,18,"3,684,000"
200123146,3/23/2019 10:43:42,,1131,jakarta barat,dki jakarta,1,"140,000"
200123148,3/23/2019 13:39:38,,38166,jakarta timur,dki jakarta,3,"1,340,000"
200123149,3/23/2019 14:07:09,,58523,tangerang selatan,banten,2,"300,000"
200123150,3/23/2019 14:09:04,,55061,tangerang,banten,3,"277,500"
200123151,3/23/2019 14:39:56,,79440,makassar,sulawesi selatan,1,"1,000,000"
200123152,3/23/2019 14:54:58,,22573,jakarta timur,dki jakarta,11,"1,599,000"
200123153,3/23/2019 15:18:20,,74270,tangerang,banten,1,"135,000"
200123154,3/23/2019 15:40:55,,41796,jakarta selatan,dki jakarta,1,"150,000"
200123155,3/23/2019 16:21:26,,38166,jakarta timur,dki jakarta,1,"300,000"
200123156,3/23/2019 16:21:58,,38166,jakarta timur,dki jakarta,1,"250,000"
200123157,3/23/2019 16:22:26,,38166,jakarta timur,dki jakarta,1,"400,000"
200123158,3/23/2019 16:22:42,,31950,semarang,jawa tengah,1,"175,000"
200123159,3/23/2019 16:24:29,,38166,jakarta timur,dki jakarta,1,"350,000"
200123160,3/23/2019 16:38:22,,48436,jakarta utara,dki jakarta,1,"250,000"
200123161,3/23/2019 16:38:40,,80138,tangerang selatan,banten,1,"500,000"
200123162,3/23/2019 16:42:12,,38166,jakarta timur,dki jakarta,1,"150,000"
200123163,3/23/2019 17:10:19,,62594,makassar,sulawesi selatan,1,"450,000"
200123164,3/23/2019 17:36:41,,38166,jakarta timur,dki jakarta,2,"310,000"
200123165,3/23/2019 18:12:40,,64474,sleman,di yogyakarta,5,"1,670,000"
200123166,3/23/2019 18:17:31,,7798,jakarta pusat,dki jakarta,1,"500,000"
200123167,3/23/2019 19:55:21,,38166,jakarta timur,dki jakarta,3,"1,340,000"
200123168,3/23/2019 20:17:28,,71744,jakarta timur,dki jakarta,1,"300,000"
200123169,3/23/2019 20:25:58,,15032,pangkal pinang,bangka belitung,3,"475,000"
200123170,3/23/2019 20:29:54,,74865,medan,sumatera utara,3,"440,000"
200123171,3/23/2019 20:48:11,,25083,bandung,jawa barat,3,"388,000"
200123172,3/23/2019 21:36:54,,44295,jakarta pusat,dki jakarta,2,"260,000"
200123173,3/23/2019 21:46:58,,80152,jakarta utara,dki jakarta,1,"180,000"
200123174,3/23/2019 21:55:45,,34536,jakarta selatan,dki jakarta,4,"431,000"
200123175,3/23/2019 21:59:14,,74811,jakarta selatan,dki jakarta,7,"1,260,000"
200123176,3/23/2019 22:13:08,,60341,surabaya,jawa timur,7,"809,500"
200123177,3/23/2019 22:15:46,,34536,jakarta selatan,dki jakarta,1,"125,000"
200123178,3/23/2019 22:18:03,,80154,jakarta utara,dki jakarta,1,"125,000"
200123179,3/23/2019 22:35:51,,80153,jakarta timur,dki jakarta,1,"200,000"
200123180,3/23/2019 22:38:07,,76488,banyuwangi,jawa timur,3,"420,000"
200123181,3/23/2019 22:49:31,,38166,jakarta timur,dki jakarta,1,"175,000"
200123182,3/23/2019 23:00:17,,80035,tangerang selatan,banten,1,"499,000"
200123183,3/23/2019 23:53:21,,38166,jakarta timur,dki jakarta,2,"310,000"
200123184,3/24/2019 0:15:46,,50522,badung,bali,2,"315,000"
200123185,3/24/2019 3:34:50,,38166,jakarta timur,dki jakarta,2,"540,000"
200123186,3/24/2019 3:35:29,,38166,jakarta timur,dki jakarta,1,"800,000"
200123187,3/24/2019 3:39:01,,26523,sleman,di yogyakarta,3,"875,000"
200123188,3/24/2019 5:32:25,,68987,mojokerto,jawa timur,1,"140,000"
200123189,3/24/2019 5:50:45,,38166,jakarta timur,dki jakarta,1,"175,000"
200123190,3/24/2019 6:05:55,,15032,pangkal pinang,bangka belitung,4,"875,000"
200123191,3/24/2019 6:17:29,,69247,jakarta pusat,dki jakarta,1,"145,000"
200123192,3/24/2019 7:01:50,,76825,tangerang,banten,6,"674,000"
200123193,3/24/2019 7:17:49,,66119,jakarta barat,dki jakarta,2,"360,000"
200123194,3/24/2019 7:27:44,,44874,jakarta timur,dki jakarta,1,"250,000"
200123195,3/24/2019 7:28:50,,78973,jakarta selatan,dki jakarta,2,"315,000"
200123196,3/24/2019 7:46:47,,76488,banyuwangi,jawa timur,3,"420,000"
200123197,3/24/2019 7:52:34,,64474,sleman,di yogyakarta,5,"1,670,000"
200123198,3/24/2019 8:00:07,,64474,sleman,di yogyakarta,1,"300,000"
200123199,3/24/2019 8:27:33,,36180,jakarta pusat,dki jakarta,3,"544,000"
200123200,3/24/2019 8:58:07,,25083,bandung,jawa barat,3,"400,000"
200123202,3/24/2019 9:10:04,,73294,depok,jawa barat,1,"200,000"
200123204,3/24/2019 9:21:19,,79244,sleman,di yogyakarta,1,"499,000"
200123205,3/24/2019 9:21:24,,69361,tangerang selatan,banten,1,"325,000"
200123206,3/24/2019 9:50:22,,38166,jakarta timur,dki jakarta,3,"1,340,000"
200123207,3/24/2019 10:30:02,,25371,cianjur,jawa barat,1,"120,000"
200123208,3/24/2019 10:38:03,,26523,sleman,di yogyakarta,2,"1,545,000"
200123209,3/24/2019 10:57:58,,61421,tangerang selatan,banten,1,"195,000"
200123210,3/24/2019 11:31:41,,42449,tangerang selatan,banten,7,"845,000"
200123211,3/24/2019 12:12:01,,31526,tangerang selatan,banten,1,"285,000"
200123213,3/24/2019 13:47:49,,80174,jakarta timur,dki jakarta,1,"9,900,000"
200123215,3/24/2019 13:55:32,,56470,jakarta selatan,dki jakarta,2,"445,000"
200123216,3/24/2019 15:01:32,,56470,jakarta selatan,dki jakarta,1,"1,050,000"
200123217,3/24/2019 15:12:25,,80178,TANGERANG,BANTEN,1,"350,000"
